household_id,chunk_text
HH2284,"Household HH2284 is located in Village_53, Samaru, Kaduna. The respondent is a 42-year-old Female who is Married with an education level of Tertiary. Their main crops include Maize, Tomato, and Sorghum, while they also rear Goat, Poultry, and Pig. Reported outputs are 892.8203247447457kg in the wet season and 760.8049431743815kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Motorcycle and the market is 4.53 km away. The main buyer type is Assembler."
HH2285,"Household HH2285 is located in Village_90, Igabi, Kaduna. The respondent is a 20-year-old Female who is Widowed with an education level of Secondary. Their main crops include Millet, Soybean, and Rice, while they also rear Cattle, Cattle, and Poultry. Reported outputs are 316.85223296033496kg in the wet season and 564.4110561798678kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Walking and the market is 9.64 km away. The main buyer type is Retailer."
HH2286,"Household HH2286 is located in Village_4, Shanga, Kaduna. The respondent is a 29-year-old Female who is Married with an education level of Adult Edu.. Their main crops include Millet, Sorghum, and Maize, while they also rear Goat, Pig, and Goat. Reported outputs are 443.4744834898745kg in the wet season and 303.95652136567736kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Public vehicle and the market is 17.74 km away. The main buyer type is Processor."
HH2287,"Household HH2287 is located in Village_7, Zaria, Kaduna. The respondent is a 57-year-old Female who is Divorced with an education level of None. Their main crops include Tomato, Soybean, and Maize, while they also rear Goat, Goat, and Poultry. Reported outputs are 903.976457403235kg in the wet season and 769.1573830799515kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Public vehicle and the market is 4.54 km away. The main buyer type is Retailer."
HH2288,"Household HH2288 is located in Village_15, Samaru, Kaduna. The respondent is a 55-year-old Male who is Divorced with an education level of Primary. Their main crops include Soybean, Millet, and Sorghum, while they also rear Pig, Sheep, and Cattle. Reported outputs are 483.5702946950937kg in the wet season and 243.2462871359644kg in the dry season. Irrigation is sourced from None. The farmer has received training. Market access is via Public vehicle and the market is 10.35 km away. The main buyer type is Wholesaler."
HH2289,"Household HH2289 is located in Village_25, Jaba, Kaduna. The respondent is a 47-year-old Male who is Single with an education level of Adult Edu.. Their main crops include Millet, Sorghum, and Millet, while they also rear Sheep, Sheep, and Cattle. Reported outputs are 472.4456499312768kg in the wet season and 688.3684993181714kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Walking and the market is 4.91 km away. The main buyer type is Processor."
HH2290,"Household HH2290 is located in Village_97, Makarfi, Kaduna. The respondent is a 59-year-old Female who is Widowed with an education level of Tertiary. Their main crops include Millet, Groundnut, and Sorghum, while they also rear Pig, Pig, and Poultry. Reported outputs are 611.4808097173416kg in the wet season and 984.4090910871818kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Motorcycle and the market is 16.44 km away. The main buyer type is Processor."
HH2291,"Household HH2291 is located in Village_42, Igabi, Kaduna. The respondent is a 62-year-old Female who is Widowed with an education level of None. Their main crops include Soybean, Sorghum, and Tomato, while they also rear Goat, Goat, and Pig. Reported outputs are 724.5851334929424kg in the wet season and 396.682885760793kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Bicycle and the market is 16.37 km away. The main buyer type is Retailer."
HH2292,"Household HH2292 is located in Village_82, Chikun, Kaduna. The respondent is a 27-year-old Female who is Divorced with an education level of Primary. Their main crops include Groundnut, Millet, and Cassava, while they also rear Pig, Goat, and Poultry. Reported outputs are 442.3408520478131kg in the wet season and 646.4040879700626kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Walking and the market is 16.01 km away. The main buyer type is Assembler."
HH2293,"Household HH2293 is located in Village_78, Giwa, Kaduna. The respondent is a 63-year-old Female who is Divorced with an education level of Quranic. Their main crops include Rice, Millet, and Groundnut, while they also rear Sheep, Pig, and Pig. Reported outputs are 835.4483197924383kg in the wet season and 494.2043788906794kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Animal cart and the market is 7.41 km away. The main buyer type is Assembler."
HH2294,"Household HH2294 is located in Village_3, Birnin Gwari, Kaduna. The respondent is a 61-year-old Male who is Divorced with an education level of Secondary. Their main crops include Millet, Soybean, and Cassava, while they also rear Cattle, Cattle, and Cattle. Reported outputs are 736.1047770771991kg in the wet season and 908.6896612536202kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Public vehicle and the market is 1.1 km away. The main buyer type is Wholesaler."
HH2295,"Household HH2295 is located in Village_91, Zangon Kataf, Kaduna. The respondent is a 61-year-old Male who is Widowed with an education level of Tertiary. Their main crops include Tomato, Groundnut, and Sorghum, while they also rear Poultry, Cattle, and Pig. Reported outputs are 832.3225033174057kg in the wet season and 277.86461935858495kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Bicycle and the market is 17.87 km away. The main buyer type is Assembler."
HH2296,"Household HH2296 is located in Village_95, Birnin Gwari, Kaduna. The respondent is a 38-year-old Male who is Divorced with an education level of None. Their main crops include Millet, Groundnut, and Groundnut, while they also rear Sheep, Sheep, and Goat. Reported outputs are 878.8537740851365kg in the wet season and 691.2417018967799kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Public vehicle and the market is 1.32 km away. The main buyer type is Retailer."
HH2297,"Household HH2297 is located in Village_71, Zangon Kataf, Kaduna. The respondent is a 30-year-old Male who is Single with an education level of Tertiary. Their main crops include Tomato, Groundnut, and Rice, while they also rear Poultry, Cattle, and Cattle. Reported outputs are 679.0795250557244kg in the wet season and 675.3898445925615kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Walking and the market is 16.0 km away. The main buyer type is Wholesaler."
HH2298,"Household HH2298 is located in Village_13, Giwa, Kaduna. The respondent is a 62-year-old Male who is Married with an education level of Tertiary. Their main crops include Maize, Groundnut, and Rice, while they also rear Sheep, Pig, and Goat. Reported outputs are 449.8950253684397kg in the wet season and 738.3036990224404kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Walking and the market is 7.16 km away. The main buyer type is Retailer."
HH2299,"Household HH2299 is located in Village_85, Shanga, Kaduna. The respondent is a 25-year-old Female who is Divorced with an education level of Primary. Their main crops include Sorghum, Soybean, and Groundnut, while they also rear Cattle, Pig, and Goat. Reported outputs are 218.0447047762903kg in the wet season and 607.9534154213334kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Animal cart and the market is 19.61 km away. The main buyer type is Wholesaler."
HH2300,"Household HH2300 is located in Village_33, Samaru, Kaduna. The respondent is a 32-year-old Female who is Married with an education level of Primary. Their main crops include Rice, Soybean, and Sorghum, while they also rear Poultry, Goat, and Goat. Reported outputs are 236.6613816507691kg in the wet season and 702.1645501123896kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Walking and the market is 15.8 km away. The main buyer type is Wholesaler."
HH2301,"Household HH2301 is located in Village_41, Kudan, Kaduna. The respondent is a 48-year-old Female who is Single with an education level of Secondary. Their main crops include Maize, Cassava, and Groundnut, while they also rear Sheep, Goat, and Goat. Reported outputs are 378.3377558439764kg in the wet season and 999.42566390735kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Public vehicle and the market is 19.31 km away. The main buyer type is Wholesaler."
HH2302,"Household HH2302 is located in Village_9, Chikun, Kaduna. The respondent is a 59-year-old Female who is Married with an education level of Tertiary. Their main crops include Rice, Soybean, and Rice, while they also rear Goat, Cattle, and Poultry. Reported outputs are 747.7778227814496kg in the wet season and 217.12124818340257kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Bicycle and the market is 13.67 km away. The main buyer type is Assembler."
HH2303,"Household HH2303 is located in Village_35, Kaduna South, Kaduna. The respondent is a 55-year-old Female who is Married with an education level of None. Their main crops include Maize, Cassava, and Millet, while they also rear Sheep, Sheep, and Cattle. Reported outputs are 659.6851177631237kg in the wet season and 952.7738970725228kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Animal cart and the market is 8.03 km away. The main buyer type is Assembler."
HH2304,"Household HH2304 is located in Village_24, Birnin Gwari, Kaduna. The respondent is a 43-year-old Female who is Widowed with an education level of Quranic. Their main crops include Soybean, Cassava, and Groundnut, while they also rear Poultry, Goat, and Sheep. Reported outputs are 341.37452554623883kg in the wet season and 756.7859296995393kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Walking and the market is 17.73 km away. The main buyer type is Processor."
HH2305,"Household HH2305 is located in Village_91, Lere, Kaduna. The respondent is a 61-year-old Female who is Married with an education level of Adult Edu.. Their main crops include Maize, Groundnut, and Tomato, while they also rear Sheep, Cattle, and Goat. Reported outputs are 507.0390377499992kg in the wet season and 982.5101717406558kg in the dry season. Irrigation is sourced from None. The farmer has received training. Market access is via Bicycle and the market is 2.71 km away. The main buyer type is Processor."
HH2306,"Household HH2306 is located in Village_57, Makarfi, Kaduna. The respondent is a 29-year-old Female who is Widowed with an education level of Adult Edu.. Their main crops include Tomato, Cassava, and Maize, while they also rear Poultry, Sheep, and Sheep. Reported outputs are 534.5682539334321kg in the wet season and 484.64022921399607kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Motorcycle and the market is 8.19 km away. The main buyer type is Retailer."
HH2307,"Household HH2307 is located in Village_29, Jemaa, Kaduna. The respondent is a 19-year-old Female who is Widowed with an education level of None. Their main crops include Sorghum, Maize, and Millet, while they also rear Poultry, Pig, and Sheep. Reported outputs are 684.1783507967582kg in the wet season and 578.1598160931921kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Bicycle and the market is 17.73 km away. The main buyer type is Retailer."
HH2308,"Household HH2308 is located in Village_37, Lau, Kaduna. The respondent is a 37-year-old Female who is Married with an education level of None. Their main crops include Groundnut, Sorghum, and Maize, while they also rear Cattle, Cattle, and Sheep. Reported outputs are 603.3058635042801kg in the wet season and 479.5619765275935kg in the dry season. Irrigation is sourced from None. The farmer has received training. Market access is via Motorcycle and the market is 4.79 km away. The main buyer type is Retailer."
HH2309,"Household HH2309 is located in Village_99, Zaria, Kaduna. The respondent is a 40-year-old Female who is Widowed with an education level of Tertiary. Their main crops include Cassava, Soybean, and Sorghum, while they also rear Cattle, Poultry, and Goat. Reported outputs are 587.1477144094493kg in the wet season and 661.289155873757kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Motorcycle and the market is 6.49 km away. The main buyer type is Processor."
HH2310,"Household HH2310 is located in Village_87, Kaura, Kaduna. The respondent is a 41-year-old Male who is Single with an education level of Quranic. Their main crops include Rice, Groundnut, and Tomato, while they also rear Pig, Poultry, and Goat. Reported outputs are 728.1494735517678kg in the wet season and 631.7080429016199kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Motorcycle and the market is 2.93 km away. The main buyer type is Processor."
HH2311,"Household HH2311 is located in Village_4, Kaduna North, Kaduna. The respondent is a 41-year-old Male who is Single with an education level of Tertiary. Their main crops include Maize, Maize, and Millet, while they also rear Poultry, Pig, and Poultry. Reported outputs are 346.7234450440643kg in the wet season and 919.2019573988308kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Walking and the market is 0.98 km away. The main buyer type is Assembler."
HH2312,"Household HH2312 is located in Village_7, Zaria, Kaduna. The respondent is a 54-year-old Male who is Single with an education level of Quranic. Their main crops include Millet, Cassava, and Soybean, while they also rear Cattle, Goat, and Sheep. Reported outputs are 994.5986103994504kg in the wet season and 715.0506019889182kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Public vehicle and the market is 18.21 km away. The main buyer type is Wholesaler."
HH2313,"Household HH2313 is located in Village_41, Kafanchan, Kaduna. The respondent is a 40-year-old Male who is Divorced with an education level of None. Their main crops include Rice, Cassava, and Soybean, while they also rear Goat, Cattle, and Pig. Reported outputs are 429.3783339432527kg in the wet season and 442.2197554777175kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Walking and the market is 10.64 km away. The main buyer type is Wholesaler."
HH2314,"Household HH2314 is located in Village_51, Makarfi, Kaduna. The respondent is a 20-year-old Male who is Divorced with an education level of Primary. Their main crops include Cassava, Sorghum, and Millet, while they also rear Cattle, Pig, and Sheep. Reported outputs are 671.3816086918863kg in the wet season and 548.8833396052967kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Walking and the market is 15.75 km away. The main buyer type is Processor."
HH2315,"Household HH2315 is located in Village_69, Kudan, Kaduna. The respondent is a 46-year-old Female who is Married with an education level of Quranic. Their main crops include Sorghum, Cassava, and Sorghum, while they also rear Pig, Sheep, and Goat. Reported outputs are 926.311410248902kg in the wet season and 377.715203554282kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Motorcycle and the market is 5.58 km away. The main buyer type is Assembler."
HH2316,"Household HH2316 is located in Village_88, Kachia, Kaduna. The respondent is a 52-year-old Female who is Divorced with an education level of Tertiary. Their main crops include Tomato, Millet, and Cassava, while they also rear Cattle, Sheep, and Goat. Reported outputs are 337.0298157128881kg in the wet season and 268.3266414997503kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Motorcycle and the market is 12.8 km away. The main buyer type is Processor."
HH2317,"Household HH2317 is located in Village_8, Kudan, Kaduna. The respondent is a 32-year-old Female who is Widowed with an education level of Primary. Their main crops include Millet, Soybean, and Sorghum, while they also rear Goat, Sheep, and Pig. Reported outputs are 956.9261413738878kg in the wet season and 385.0820492045472kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Animal cart and the market is 17.43 km away. The main buyer type is Retailer."
HH2318,"Household HH2318 is located in Village_25, Shanga, Kaduna. The respondent is a 36-year-old Male who is Married with an education level of None. Their main crops include Groundnut, Groundnut, and Sorghum, while they also rear Pig, Pig, and Pig. Reported outputs are 449.4542861619916kg in the wet season and 936.4087870380577kg in the dry season. Irrigation is sourced from None. The farmer has received training. Market access is via Walking and the market is 15.31 km away. The main buyer type is Retailer."
HH2319,"Household HH2319 is located in Village_98, Sokoto, Kaduna. The respondent is a 61-year-old Female who is Married with an education level of Quranic. Their main crops include Rice, Groundnut, and Tomato, while they also rear Sheep, Sheep, and Goat. Reported outputs are 589.3090551930034kg in the wet season and 276.15360364282475kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Public vehicle and the market is 19.4 km away. The main buyer type is Wholesaler."
HH2320,"Household HH2320 is located in Village_19, Kudan, Kaduna. The respondent is a 47-year-old Male who is Married with an education level of Adult Edu.. Their main crops include Rice, Tomato, and Millet, while they also rear Cattle, Sheep, and Pig. Reported outputs are 642.3209964311893kg in the wet season and 694.926025841781kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Animal cart and the market is 9.79 km away. The main buyer type is Assembler."
HH2321,"Household HH2321 is located in Village_17, Shanga, Kaduna. The respondent is a 64-year-old Male who is Divorced with an education level of Adult Edu.. Their main crops include Cassava, Sorghum, and Rice, while they also rear Sheep, Sheep, and Cattle. Reported outputs are 744.9009788089493kg in the wet season and 913.0877596160828kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Animal cart and the market is 8.27 km away. The main buyer type is Wholesaler."
HH2322,"Household HH2322 is located in Village_69, Sanga, Kaduna. The respondent is a 58-year-old Male who is Single with an education level of Primary. Their main crops include Cassava, Cassava, and Groundnut, while they also rear Cattle, Sheep, and Goat. Reported outputs are 214.07349871648017kg in the wet season and 258.4704847651935kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Animal cart and the market is 5.83 km away. The main buyer type is Processor."
HH2323,"Household HH2323 is located in Village_40, Sabon Gari, Kaduna. The respondent is a 42-year-old Male who is Single with an education level of None. Their main crops include Maize, Rice, and Sorghum, while they also rear Goat, Cattle, and Pig. Reported outputs are 706.756533757857kg in the wet season and 483.8684487498429kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Walking and the market is 2.14 km away. The main buyer type is Wholesaler."
HH2324,"Household HH2324 is located in Village_8, Kachia, Kaduna. The respondent is a 65-year-old Male who is Single with an education level of Secondary. Their main crops include Millet, Soybean, and Maize, while they also rear Poultry, Poultry, and Sheep. Reported outputs are 347.22916749552576kg in the wet season and 948.4509388557314kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Public vehicle and the market is 0.75 km away. The main buyer type is Retailer."
HH2325,"Household HH2325 is located in Village_8, Kauru, Kaduna. The respondent is a 56-year-old Female who is Divorced with an education level of Quranic. Their main crops include Cassava, Sorghum, and Millet, while they also rear Poultry, Pig, and Goat. Reported outputs are 277.15194271042515kg in the wet season and 994.8182628901624kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Public vehicle and the market is 17.11 km away. The main buyer type is Retailer."
HH2326,"Household HH2326 is located in Village_94, Kauru, Kaduna. The respondent is a 57-year-old Male who is Married with an education level of None. Their main crops include Rice, Maize, and Tomato, while they also rear Goat, Cattle, and Sheep. Reported outputs are 932.823541510331kg in the wet season and 250.44622627387545kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Motorcycle and the market is 14.03 km away. The main buyer type is Processor."
HH2327,"Household HH2327 is located in Village_5, Kachia, Kaduna. The respondent is a 63-year-old Male who is Single with an education level of Quranic. Their main crops include Sorghum, Cassava, and Millet, while they also rear Poultry, Cattle, and Pig. Reported outputs are 516.6787629769528kg in the wet season and 777.5956682226603kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Public vehicle and the market is 10.0 km away. The main buyer type is Wholesaler."
HH2328,"Household HH2328 is located in Village_68, Kaduna North, Kaduna. The respondent is a 55-year-old Female who is Divorced with an education level of Tertiary. Their main crops include Cassava, Rice, and Cassava, while they also rear Goat, Cattle, and Pig. Reported outputs are 693.816210964753kg in the wet season and 775.0042526375966kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Public vehicle and the market is 19.1 km away. The main buyer type is Retailer."
HH2329,"Household HH2329 is located in Village_86, Giwa, Kaduna. The respondent is a 31-year-old Male who is Divorced with an education level of Quranic. Their main crops include Soybean, Tomato, and Millet, while they also rear Sheep, Cattle, and Sheep. Reported outputs are 827.7302731615478kg in the wet season and 284.9655612811064kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Motorcycle and the market is 3.07 km away. The main buyer type is Retailer."
HH2330,"Household HH2330 is located in Village_56, Kauru, Kaduna. The respondent is a 37-year-old Male who is Widowed with an education level of None. Their main crops include Rice, Rice, and Cassava, while they also rear Poultry, Cattle, and Sheep. Reported outputs are 217.33305256656607kg in the wet season and 985.3068626771344kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Motorcycle and the market is 2.66 km away. The main buyer type is Wholesaler."
HH2331,"Household HH2331 is located in Village_68, Kafanchan, Kaduna. The respondent is a 65-year-old Female who is Married with an education level of Primary. Their main crops include Sorghum, Soybean, and Cassava, while they also rear Pig, Pig, and Goat. Reported outputs are 375.60433241933566kg in the wet season and 369.8759280093439kg in the dry season. Irrigation is sourced from None. The farmer has received training. Market access is via Public vehicle and the market is 3.34 km away. The main buyer type is Assembler."
HH2332,"Household HH2332 is located in Village_91, Lere, Kaduna. The respondent is a 37-year-old Male who is Divorced with an education level of Primary. Their main crops include Sorghum, Groundnut, and Soybean, while they also rear Sheep, Sheep, and Pig. Reported outputs are 694.4636383401462kg in the wet season and 444.5713140386518kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Animal cart and the market is 16.32 km away. The main buyer type is Assembler."
HH2333,"Household HH2333 is located in Village_43, Kauru, Kaduna. The respondent is a 63-year-old Female who is Married with an education level of Quranic. Their main crops include Rice, Cassava, and Maize, while they also rear Pig, Cattle, and Cattle. Reported outputs are 394.1827915803517kg in the wet season and 901.1890987115992kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Animal cart and the market is 12.47 km away. The main buyer type is Assembler."
HH2334,"Household HH2334 is located in Village_25, Giwa, Kaduna. The respondent is a 54-year-old Male who is Widowed with an education level of Primary. Their main crops include Soybean, Tomato, and Maize, while they also rear Pig, Poultry, and Pig. Reported outputs are 344.6198595703057kg in the wet season and 494.4586245504668kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Bicycle and the market is 2.72 km away. The main buyer type is Wholesaler."
HH2335,"Household HH2335 is located in Village_21, Lau, Kaduna. The respondent is a 38-year-old Female who is Widowed with an education level of Secondary. Their main crops include Soybean, Tomato, and Tomato, while they also rear Goat, Sheep, and Pig. Reported outputs are 424.6327610101528kg in the wet season and 382.8750888088404kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Public vehicle and the market is 10.39 km away. The main buyer type is Processor."
HH2336,"Household HH2336 is located in Village_33, Samaru, Kaduna. The respondent is a 47-year-old Male who is Widowed with an education level of Secondary. Their main crops include Maize, Tomato, and Cassava, while they also rear Poultry, Pig, and Goat. Reported outputs are 508.6987399335465kg in the wet season and 606.865996116593kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Public vehicle and the market is 16.04 km away. The main buyer type is Retailer."
HH2337,"Household HH2337 is located in Village_70, Kaduna North, Kaduna. The respondent is a 63-year-old Male who is Divorced with an education level of Adult Edu.. Their main crops include Millet, Soybean, and Rice, while they also rear Pig, Goat, and Cattle. Reported outputs are 261.7526571842502kg in the wet season and 301.8985325506691kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Motorcycle and the market is 12.8 km away. The main buyer type is Retailer."
HH2338,"Household HH2338 is located in Village_8, Soba, Kaduna. The respondent is a 25-year-old Female who is Single with an education level of Quranic. Their main crops include Tomato, Maize, and Groundnut, while they also rear Pig, Goat, and Cattle. Reported outputs are 374.63488445764654kg in the wet season and 579.291698210718kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Bicycle and the market is 16.75 km away. The main buyer type is Wholesaler."
HH2339,"Household HH2339 is located in Village_69, Jaba, Kaduna. The respondent is a 55-year-old Female who is Married with an education level of Tertiary. Their main crops include Sorghum, Soybean, and Millet, while they also rear Sheep, Pig, and Pig. Reported outputs are 509.0407066097769kg in the wet season and 826.4004227170894kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Public vehicle and the market is 19.35 km away. The main buyer type is Assembler."
HH2340,"Household HH2340 is located in Village_69, Makarfi, Kaduna. The respondent is a 33-year-old Male who is Married with an education level of Primary. Their main crops include Rice, Groundnut, and Soybean, while they also rear Cattle, Goat, and Sheep. Reported outputs are 730.2088179350475kg in the wet season and 936.6562963180684kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Walking and the market is 3.25 km away. The main buyer type is Wholesaler."
HH2341,"Household HH2341 is located in Village_62, Zaria, Kaduna. The respondent is a 26-year-old Female who is Single with an education level of Quranic. Their main crops include Cassava, Cassava, and Rice, while they also rear Sheep, Sheep, and Pig. Reported outputs are 399.3376804535602kg in the wet season and 906.2732932078786kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Public vehicle and the market is 1.78 km away. The main buyer type is Assembler."
HH2342,"Household HH2342 is located in Village_79, Kaduna South, Kaduna. The respondent is a 42-year-old Male who is Married with an education level of Adult Edu.. Their main crops include Groundnut, Tomato, and Sorghum, while they also rear Poultry, Pig, and Sheep. Reported outputs are 874.4529865515138kg in the wet season and 249.47850225414828kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Bicycle and the market is 18.17 km away. The main buyer type is Processor."
HH2343,"Household HH2343 is located in Village_35, Kaura, Kaduna. The respondent is a 44-year-old Male who is Single with an education level of None. Their main crops include Sorghum, Soybean, and Maize, while they also rear Goat, Pig, and Goat. Reported outputs are 407.9452937616528kg in the wet season and 812.7462745849541kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Public vehicle and the market is 4.97 km away. The main buyer type is Assembler."
HH2344,"Household HH2344 is located in Village_64, Kafanchan, Kaduna. The respondent is a 65-year-old Male who is Single with an education level of Secondary. Their main crops include Maize, Groundnut, and Groundnut, while they also rear Pig, Pig, and Goat. Reported outputs are 807.7869583874893kg in the wet season and 627.6035447111567kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Animal cart and the market is 3.34 km away. The main buyer type is Retailer."
HH2345,"Household HH2345 is located in Village_10, Kafanchan, Kaduna. The respondent is a 42-year-old Male who is Single with an education level of Secondary. Their main crops include Rice, Sorghum, and Millet, while they also rear Sheep, Pig, and Sheep. Reported outputs are 535.7927429507953kg in the wet season and 284.2347436649196kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Bicycle and the market is 9.12 km away. The main buyer type is Assembler."
HH2346,"Household HH2346 is located in Village_46, Kafanchan, Kaduna. The respondent is a 53-year-old Male who is Widowed with an education level of None. Their main crops include Soybean, Maize, and Sorghum, while they also rear Goat, Goat, and Poultry. Reported outputs are 797.3655429678032kg in the wet season and 573.8660593141573kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Walking and the market is 19.13 km away. The main buyer type is Assembler."
HH2347,"Household HH2347 is located in Village_79, Jaba, Kaduna. The respondent is a 27-year-old Male who is Single with an education level of Tertiary. Their main crops include Rice, Rice, and Groundnut, while they also rear Goat, Pig, and Sheep. Reported outputs are 438.9123517374813kg in the wet season and 612.6315050144685kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Walking and the market is 11.48 km away. The main buyer type is Retailer."
HH2348,"Household HH2348 is located in Village_49, Sokoto, Kaduna. The respondent is a 37-year-old Male who is Married with an education level of None. Their main crops include Rice, Soybean, and Cassava, while they also rear Cattle, Cattle, and Goat. Reported outputs are 483.10323933383296kg in the wet season and 740.109636645333kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Walking and the market is 17.11 km away. The main buyer type is Processor."
HH2349,"Household HH2349 is located in Village_68, Samaru, Kaduna. The respondent is a 23-year-old Male who is Widowed with an education level of None. Their main crops include Cassava, Rice, and Rice, while they also rear Poultry, Goat, and Poultry. Reported outputs are 682.4600983441649kg in the wet season and 206.1750345698549kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Walking and the market is 19.24 km away. The main buyer type is Assembler."
HH2350,"Household HH2350 is located in Village_72, Giwa, Kaduna. The respondent is a 48-year-old Male who is Divorced with an education level of Primary. Their main crops include Soybean, Maize, and Maize, while they also rear Poultry, Sheep, and Pig. Reported outputs are 210.1454209547982kg in the wet season and 405.0932475946537kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Public vehicle and the market is 3.73 km away. The main buyer type is Wholesaler."
HH2351,"Household HH2351 is located in Village_32, Soba, Kaduna. The respondent is a 34-year-old Male who is Widowed with an education level of Tertiary. Their main crops include Sorghum, Sorghum, and Soybean, while they also rear Poultry, Poultry, and Sheep. Reported outputs are 697.4994931847909kg in the wet season and 282.5232937723263kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Bicycle and the market is 16.27 km away. The main buyer type is Processor."
HH2352,"Household HH2352 is located in Village_14, Kauru, Kaduna. The respondent is a 50-year-old Male who is Single with an education level of None. Their main crops include Tomato, Sorghum, and Soybean, while they also rear Poultry, Sheep, and Sheep. Reported outputs are 285.8670692525458kg in the wet season and 823.5840725937594kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Motorcycle and the market is 14.96 km away. The main buyer type is Wholesaler."
HH2353,"Household HH2353 is located in Village_17, Zaria, Kaduna. The respondent is a 45-year-old Female who is Single with an education level of Quranic. Their main crops include Maize, Maize, and Millet, while they also rear Sheep, Goat, and Cattle. Reported outputs are 312.8109135261602kg in the wet season and 366.0060200862297kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Motorcycle and the market is 19.03 km away. The main buyer type is Assembler."
